id,event_key,tx_hash,wallet_address,token_mint,timestamp,date_str,side,amount_tokens,amount_sol,amount_usd,price_usd,is_airdrop,is_first_buyer,entry_delay_seconds,program_id,source_type,source_name,source_ref,fetched_at,raw_json
1679,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:7kVp6H8gWTLJ84dyUFF63zWWdhuLoKytdiU5X7QQbXrM,,7kVp6H8gWTLJ84dyUFF63zWWdhuLoKytdiU5X7QQbXrM,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510676,,BUY,329810.612338,0.35205928,0.0,0.0,0,1,2513,,ONCHAIN,HELIUS_RPC,679,2026-08-20 04:39:18,"""{}"""
1680,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:As4gs6iz2LVryZM2gpxh9z3ARTwbgPCxuUysnRYU3RKp,,As4gs6iz2LVryZM2gpxh9z3ARTwbgPCxuUysnRYU3RKp,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510682,,BUY,488365.696645,0.522072283,0.0,0.0,0,1,2519,,ONCHAIN,HELIUS_RPC,680,2026-08-20 04:39:18,"""{}"""
1681,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:EJvjei7AVJwV94ssSEn62MVoM7WNneUGuvmZzZuNAKom,,EJvjei7AVJwV94ssSEn62MVoM7WNneUGuvmZzZuNAKom,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510688,,BUY,1281979.174709,1.309416791,0.0,0.0,0,1,2525,,ONCHAIN,HELIUS_RPC,681,2026-08-20 04:39:18,"""{}"""
1682,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:9ShyX9WGQHgQmrNWagd4vykpaDeXDSyGCfB8Qtu5kGmp,,9ShyX9WGQHgQmrNWagd4vykpaDeXDSyGCfB8Qtu5kGmp,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510688,,BUY,958378.796227,1.002049281,0.0,0.0,0,1,2525,,ONCHAIN,HELIUS_RPC,682,2026-08-20 04:39:18,"""{}"""
1683,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:A2uHyuBqxAPkNbt4uZhfYDqo4Txx3BKCn2TVKNQD9NNr,,A2uHyuBqxAPkNbt4uZhfYDqo4Txx3BKCn2TVKNQD9NNr,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510692,,BUY,28102202.48762,0.00204588,0.0,0.0,0,1,2529,,ONCHAIN,HELIUS_RPC,683,2026-08-20 04:39:19,"""{}"""
1684,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:EpUBwySe8qacCgKocdsvKL7FWKybqfHEs9mxT17Bv3zy,,EpUBwySe8qacCgKocdsvKL7FWKybqfHEs9mxT17Bv3zy,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510694,,BUY,3066782.563513,3.00205928,0.0,0.0,0,1,2531,,ONCHAIN,HELIUS_RPC,684,2026-08-20 04:39:19,"""{}"""
1685,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:5XycY4oNHLYNNDLrYdECH27y37jENNRzi1zEZc9c2iAr,,5XycY4oNHLYNNDLrYdECH27y37jENNRzi1zEZc9c2iAr,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510695,,BUY,298667.993774,0.30205928,0.0,0.0,0,1,2532,,ONCHAIN,HELIUS_RPC,685,2026-08-20 04:39:19,"""{}"""
1686,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:8MK1ZhLpnvs1z2CBosQekhiTrPzjBVTZLUTpSixqMfji,,8MK1ZhLpnvs1z2CBosQekhiTrPzjBVTZLUTpSixqMfji,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510698,,BUY,894070.098532,0.90205928,0.0,0.0,0,1,2535,,ONCHAIN,HELIUS_RPC,686,2026-08-20 04:39:19,"""{}"""
1687,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:AbkYQwRU8t6bUJbcQNjbuDokXPTjHTp2ptURh1yQpA5v,,AbkYQwRU8t6bUJbcQNjbuDokXPTjHTp2ptURh1yQpA5v,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510699,,BUY,370271.189439,0.379589549,0.0,0.0,0,1,2536,,ONCHAIN,HELIUS_RPC,687,2026-08-20 04:39:20,"""{}"""
1688,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:GRp3fdv8EBzSMeYajshEPrcAnX2CtJx9gmyNi1FphF4h,,GRp3fdv8EBzSMeYajshEPrcAnX2CtJx9gmyNi1FphF4h,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510703,,BUY,96701.943857,0.102072283,0.0,0.0,0,1,2540,,ONCHAIN,HELIUS_RPC,688,2026-08-20 04:39:20,"""{}"""
1689,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:2uzH1wg5oRadM1c4tF2zkTf678yP9c17G3tjW4gCmFE1,,2uzH1wg5oRadM1c4tF2zkTf678yP9c17G3tjW4gCmFE1,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510705,,BUY,40065.913226,0.039544331,0.0,0.0,0,1,2542,,ONCHAIN,HELIUS_RPC,689,2026-08-20 04:39:20,"""{}"""
1690,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:cW9nMFSStCLg8NfUukezFajvKB8UZi3VTNq7jBu8yvU,,cW9nMFSStCLg8NfUukezFajvKB8UZi3VTNq7jBu8yvU,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510707,,BUY,245088.134624,0.232049281,0.0,0.0,0,1,2544,,ONCHAIN,HELIUS_RPC,690,2026-08-20 04:39:21,"""{}"""
1691,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:2CJRYgeLaubvWVukvDx7KkT59tXByrQEvzKK3CsAi5DZ,,2CJRYgeLaubvWVukvDx7KkT59tXByrQEvzKK3CsAi5DZ,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510707,,BUY,42504.489277,0.042049281,0.0,0.0,0,1,2544,,ONCHAIN,HELIUS_RPC,691,2026-08-20 04:39:21,"""{}"""
1692,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:9TdTgh7gA1TSKs8EPuTimiWbhugcwQpZ83tCSYmjYZoC,,9TdTgh7gA1TSKs8EPuTimiWbhugcwQpZ83tCSYmjYZoC,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510708,,BUY,106107.084774,0.10205928,0.0,0.0,0,1,2545,,ONCHAIN,HELIUS_RPC,692,2026-08-20 04:39:22,"""{}"""
1693,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:3xCbwCz1xkUbdWiPnaX1g2HZfDQshAmFnhwPZqjtSAuT,,3xCbwCz1xkUbdWiPnaX1g2HZfDQshAmFnhwPZqjtSAuT,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510720,,BUY,10696.303549,0.012049281,0.0,0.0,0,1,2557,,ONCHAIN,HELIUS_RPC,693,2026-08-20 04:39:22,"""{}"""
1694,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:4VH8QAEr5P1WGYLjwyKVVdetoQVH5CQPU5mzPSb1wVFp,,4VH8QAEr5P1WGYLjwyKVVdetoQVH5CQPU5mzPSb1wVFp,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510721,,BUY,74811.85509,0.07205928,0.0,0.0,0,1,2558,,ONCHAIN,HELIUS_RPC,694,2026-08-20 04:39:22,"""{}"""
1695,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:EbzQGaziL1LKeMtMdxMm1SmMZ9HxZDdnXEGDTRi2fT3H,,EbzQGaziL1LKeMtMdxMm1SmMZ9HxZDdnXEGDTRi2fT3H,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510723,,BUY,372431.805885,0.35205928,0.0,0.0,0,1,2560,,ONCHAIN,HELIUS_RPC,695,2026-08-20 04:39:22,"""{}"""
1696,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:HEmKoofiyHUjWXMHkoLYV9RCjLpJ4A6VaofhPSpDys23,,HEmKoofiyHUjWXMHkoLYV9RCjLpJ4A6VaofhPSpDys23,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510737,,BUY,1179191.653945,0.00205928,0.0,0.0,0,1,2574,,ONCHAIN,HELIUS_RPC,696,2026-08-20 04:39:23,"""{}"""
1697,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:7ciLrE8aR9SWsWKebHhNKzgpfKi3FTiMjRroTizZTLzn,,7ciLrE8aR9SWsWKebHhNKzgpfKi3FTiMjRroTizZTLzn,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510751,,BUY,208955.43505,0.18580128,0.0,0.0,0,1,2588,,ONCHAIN,HELIUS_RPC,697,2026-08-20 04:39:23,"""{}"""
1698,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:C7KDDddCrN63AyZ8bBJQ8AWcts9xa2kV9PUJpTDYDxiz,,C7KDDddCrN63AyZ8bBJQ8AWcts9xa2kV9PUJpTDYDxiz,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510753,,BUY,156944.633544,0.14205928,0.0,0.0,0,1,2590,,ONCHAIN,HELIUS_RPC,698,2026-08-20 04:39:23,"""{}"""
1699,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:9LtisGK51VsTeJrq4r4LD58GpNX4eNcLbjmNs59H63q3,,9LtisGK51VsTeJrq4r4LD58GpNX4eNcLbjmNs59H63q3,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510757,,BUY,2032244.509553,0.00205928,0.0,0.0,0,1,2594,,ONCHAIN,HELIUS_RPC,699,2026-08-20 04:39:24,"""{}"""
1700,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:3yFZiuv2ejVPC3F624JtNb3PyQHyJNj4SdtaQGFWX7vA,,3yFZiuv2ejVPC3F624JtNb3PyQHyJNj4SdtaQGFWX7vA,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510759,,BUY,114988.341893,0.10205928,0.0,0.0,0,1,2596,,ONCHAIN,HELIUS_RPC,700,2026-08-20 04:39:24,"""{}"""
1701,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:HknDmZqKSYm8GZqFn5VWSjAJcP6jwYKDFpu2FMkuC8E1,,HknDmZqKSYm8GZqFn5VWSjAJcP6jwYKDFpu2FMkuC8E1,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510761,,BUY,14951.321871,0.014821299,0.0,0.0,0,1,2598,,ONCHAIN,HELIUS_RPC,701,2026-08-20 04:39:24,"""{}"""
1702,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:3GTjn9m1wXecs1FgzsywXke5cthqXzoq9Xj5GPytzjQx,,3GTjn9m1wXecs1FgzsywXke5cthqXzoq9Xj5GPytzjQx,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510763,,BUY,926288.71788,0.80205928,0.0,0.0,0,1,2600,,ONCHAIN,HELIUS_RPC,702,2026-08-20 04:39:24,"""{}"""
1703,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:65zi7aWaXqcvTaL5JwXdh6HhnZsRA2vgo6pppBvGAApx,,65zi7aWaXqcvTaL5JwXdh6HhnZsRA2vgo6pppBvGAApx,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510764,,BUY,1179114.598569,1.00205928,0.0,0.0,0,1,2601,,ONCHAIN,HELIUS_RPC,703,2026-08-20 04:39:25,"""{}"""
1704,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:BEWETAwS8fbgqvmEeMZKmRRUGm7nXped7sjEfrPDwzn5,,BEWETAwS8fbgqvmEeMZKmRRUGm7nXped7sjEfrPDwzn5,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510768,,BUY,193306.065433,0.157830755,0.0,0.0,0,1,2605,,ONCHAIN,HELIUS_RPC,704,2026-08-20 04:39:25,"""{}"""
1705,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:Aa5Jy2cztUWTTcRhwoQ6pRkLMbyEnC8jGzaxATNGtHse,,Aa5Jy2cztUWTTcRhwoQ6pRkLMbyEnC8jGzaxATNGtHse,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510774,,BUY,4213498.298644,3.502049281,0.0,0.0,0,1,2611,,ONCHAIN,HELIUS_RPC,705,2026-08-20 04:39:25,"""{}"""
1706,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:31HJdT4Wf41m587oJBUgVHQGv6pwkgsjsmcPZRdWaN6P,,31HJdT4Wf41m587oJBUgVHQGv6pwkgsjsmcPZRdWaN6P,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510785,,BUY,59937.764341,0.05205928,0.0,0.0,0,1,2622,,ONCHAIN,HELIUS_RPC,706,2026-08-20 04:39:26,"""{}"""
1707,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:96dgRWxyXQJ6s65Wk5WjgABU1sTjjnxVMNyh93sg71hU,,96dgRWxyXQJ6s65Wk5WjgABU1sTjjnxVMNyh93sg71hU,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510786,,BUY,490332.519972,0.412049281,0.0,0.0,0,1,2623,,ONCHAIN,HELIUS_RPC,707,2026-08-20 04:39:26,"""{}"""
1708,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:EEzmdzb68Bisc1Rh8eQ2NEWcNq4LS9UXTmq7tRsKC7Mf,,EEzmdzb68Bisc1Rh8eQ2NEWcNq4LS9UXTmq7tRsKC7Mf,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510789,,BUY,119608.091018,0.102049281,0.0,0.0,0,1,2626,,ONCHAIN,HELIUS_RPC,708,2026-08-20 04:39:26,"""{}"""
1709,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:GGasLpjxCWC43QNGRGH2XHUEN8Qz9ob1yQgxYsJNCB8c,,GGasLpjxCWC43QNGRGH2XHUEN8Qz9ob1yQgxYsJNCB8c,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510789,,BUY,2907071.643444,2.51408856,0.0,0.0,0,1,2626,,ONCHAIN,HELIUS_RPC,709,2026-08-20 04:39:26,"""{}"""
1711,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:E2eiiwAhagkaG9TxBibE9VXGMrh7XDBJCqRBPwiZvSEy,,E2eiiwAhagkaG9TxBibE9VXGMrh7XDBJCqRBPwiZvSEy,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510793,,BUY,1390143.432214,1.002049281,0.0,0.0,0,1,2630,,ONCHAIN,HELIUS_RPC,711,2026-08-20 04:39:27,"""{}"""
1713,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:Cb5zC56DVH6JYAP9n99dkSmERVZmXXt285Lk4Jg3wo6,,Cb5zC56DVH6JYAP9n99dkSmERVZmXXt285Lk4Jg3wo6,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510796,,BUY,1473499.63082,0.00205928,0.0,0.0,0,1,2633,,ONCHAIN,HELIUS_RPC,713,2026-08-20 04:39:27,"""{}"""
1714,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:FCNunf47EzN8JpgE4YHyR9E4ds1DJXQDj5ztnEovEhrG,,FCNunf47EzN8JpgE4YHyR9E4ds1DJXQDj5ztnEovEhrG,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510796,,BUY,1238056.661465,1.00205928,0.0,0.0,0,1,2633,,ONCHAIN,HELIUS_RPC,714,2026-08-20 04:39:28,"""{}"""
1715,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:GgkTuq7Uu4hKAKsCBoewxXkgBKNnXQFrRCDJyaXzMycr,,GgkTuq7Uu4hKAKsCBoewxXkgBKNnXQFrRCDJyaXzMycr,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510797,,BUY,645788.753771,0.00205928,0.0,0.0,0,1,2634,,ONCHAIN,HELIUS_RPC,715,2026-08-20 04:39:28,"""{}"""
1716,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:Ew3sVeHg3KntAvyE7smwEwuTjAwQTF3zsUk6Y7hSqjVn,,Ew3sVeHg3KntAvyE7smwEwuTjAwQTF3zsUk6Y7hSqjVn,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510801,,BUY,9788.261303,0.010197233,0.0,0.0,0,1,2638,,ONCHAIN,HELIUS_RPC,716,2026-08-20 04:39:28,"""{}"""
1717,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:HWRWGH5vm8eBPj1eNTX2fL4mcEKRjxUw6Tmext7hnnS1,,HWRWGH5vm8eBPj1eNTX2fL4mcEKRjxUw6Tmext7hnnS1,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510802,,BUY,700285.759014,0.50205928,0.0,0.0,0,1,2639,,ONCHAIN,HELIUS_RPC,717,2026-08-20 04:39:28,"""{}"""
1718,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:6tEipYNfU7NTLJ3ZB55jTYeiHWQNxMFpnYRVPZJDkwYe,,6tEipYNfU7NTLJ3ZB55jTYeiHWQNxMFpnYRVPZJDkwYe,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510804,,BUY,347034.01461,0.25205928,0.0,0.0,0,1,2641,,ONCHAIN,HELIUS_RPC,718,2026-08-20 04:39:29,"""{}"""
1720,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:9io4kxsCBWWJP1G3kEZzsujPBMgKjAMr136GWMhKuTRA,,9io4kxsCBWWJP1G3kEZzsujPBMgKjAMr136GWMhKuTRA,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510813,,BUY,128178.35707,0.10205928,0.0,0.0,0,1,2650,,ONCHAIN,HELIUS_RPC,720,2026-08-20 04:39:29,"""{}"""
1723,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:F7r2ArrymkVMznEVahLaeR3xYorNKpqXBv1AkeUcu4k1,,F7r2ArrymkVMznEVahLaeR3xYorNKpqXBv1AkeUcu4k1,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510820,,BUY,126823.919428,0.10205928,0.0,0.0,0,1,2657,,ONCHAIN,HELIUS_RPC,723,2026-08-20 04:39:30,"""{}"""
1724,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:F8b2SvpaQEes8QbWZXxYgzYbk23Ed8pg1siiYb7HN3vq,,F8b2SvpaQEes8QbWZXxYgzYbk23Ed8pg1siiYb7HN3vq,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510820,,BUY,1252639.132514,1.00205928,0.0,0.0,0,1,2657,,ONCHAIN,HELIUS_RPC,724,2026-08-20 04:39:30,"""{}"""
1725,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:4UV6V25QpNtCQkwN4xs8GCduYvztiZKkk9f1WLS9PQQW,,4UV6V25QpNtCQkwN4xs8GCduYvztiZKkk9f1WLS9PQQW,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510825,,BUY,428899.221632,0.00205928,0.0,0.0,0,1,2662,,ONCHAIN,HELIUS_RPC,725,2026-08-20 04:39:31,"""{}"""
1726,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:2Ani3fwjKekqVBq2qtUJkCz4qvhfinWFjTm9xa9WyBcs,,2Ani3fwjKekqVBq2qtUJkCz4qvhfinWFjTm9xa9WyBcs,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510827,,BUY,121791.094682,0.102072283,0.0,0.0,0,1,2664,,ONCHAIN,HELIUS_RPC,726,2026-08-20 04:39:31,"""{}"""
1727,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:65gLv6RchjGGybuzSMhwnY7nhd9F3ZMQG7EPgArvsB4j,,65gLv6RchjGGybuzSMhwnY7nhd9F3ZMQG7EPgArvsB4j,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510835,,BUY,484099.38958,0.402072283,0.0,0.0,0,1,2672,,ONCHAIN,HELIUS_RPC,727,2026-08-20 04:39:31,"""{}"""
1728,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:6Fm7KC6rkj3G2F7s7VTmmg9kYsmyw6VrZtuF174oDZ6T,,6Fm7KC6rkj3G2F7s7VTmmg9kYsmyw6VrZtuF174oDZ6T,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510839,,BUY,59481.468935,0.052072283,0.0,0.0,0,1,2676,,ONCHAIN,HELIUS_RPC,728,2026-08-20 04:39:31,"""{}"""
1732,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:K49SMrZDdhPRQpHSasA9GnH8wpAUpcMP5jRG28Ytzsm,,K49SMrZDdhPRQpHSasA9GnH8wpAUpcMP5jRG28Ytzsm,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510860,,BUY,3749767.878181,0.00205928,0.0,0.0,0,1,2697,,ONCHAIN,HELIUS_RPC,732,2026-08-20 04:39:32,"""{}"""
1733,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:7WXgtZEcKJwuE8WQ3YWYGP3BgfUX5XgzHFyzfWj9GWfX,,7WXgtZEcKJwuE8WQ3YWYGP3BgfUX5XgzHFyzfWj9GWfX,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510869,,BUY,208489.00151,0.202049281,0.0,0.0,0,1,2706,,ONCHAIN,HELIUS_RPC,733,2026-08-20 04:39:33,"""{}"""
1734,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:9WmjHX36ALYVigbT1StPRn8iAxUUWEAMpmo8DvqiGWLz,,9WmjHX36ALYVigbT1StPRn8iAxUUWEAMpmo8DvqiGWLz,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510874,,BUY,177731.35127,0.17205928,0.0,0.0,0,1,2711,,ONCHAIN,HELIUS_RPC,734,2026-08-20 04:39:33,"""{}"""
1735,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:GhgrWH1XTntXfYT3ZcMeTg6WESfY4wvKgJaGZJRdDrAT,,GhgrWH1XTntXfYT3ZcMeTg6WESfY4wvKgJaGZJRdDrAT,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510875,,BUY,2335230.434886,0.00205928,0.0,0.0,0,1,2712,,ONCHAIN,HELIUS_RPC,735,2026-08-20 04:39:33,"""{}"""
1736,HELIUS_FIRST_BUYERS:EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm:None:3yFNwJK4HCne4nYwrGX3tr55McLMQU48kzUHbk2ovrTG,,3yFNwJK4HCne4nYwrGX3tr55McLMQU48kzUHbk2ovrTG,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1700510886,,BUY,535521.896457,0.50205928,0.0,0.0,0,1,2723,,ONCHAIN,HELIUS_RPC,736,2026-08-20 04:39:33,"""{}"""
